,SalePrice,MSSubClass,Neighborhood,YearBuilt,YearRemodAdd,MasVnrArea,BsmtUnfSF,LowQualFinSF,TotRmsAbvGrd,FireplaceQu,GarageYrBlt,GarageArea,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,Total_basement_fin,House_Qual
248,179998.99999999997,60,4,2003,2003,101.0,840,0,8,3,2003.0,500,144,68,0,0,0,0,0,12
249,276999.0000000002,50,3,1958,2006,472.0,747,0,7,5,1958.0,389,0,98,0,0,0,0,697,13
250,76498.99999999996,30,2,1940,1966,0.0,728,0,6,3,1980.0,0,263,0,0,0,0,0,0,5
251,234998.99999999994,120,5,2006,2007,481.0,0,0,5,2,2006.0,538,123,0,0,0,153,0,1573,13
252,172998.99999999985,60,19,2004,2004,0.0,798,0,6,3,2004.0,520,138,45,0,0,0,0,0,11
253,157999.00000000012,80,11,1964,1991,108.0,452,0,7,3,1964.0,309,333,0,0,0,0,0,850,13
254,144998.99999999994,20,11,1957,1957,0.0,392,0,5,3,1957.0,294,250,0,0,0,0,0,922,11
255,229999.0000000002,60,7,1999,1999,302.0,975,0,8,5,1999.0,429,192,0,0,0,0,0,0,12
256,207498.99999999985,60,20,2003,2003,0.0,361,0,7,3,2003.0,673,216,56,0,0,0,0,503,11
257,219998.99999999985,20,4,2006,2006,180.0,270,0,8,2,2006.0,660,123,110,0,0,0,0,1334,12
258,231498.99999999994,60,4,2001,2001,172.0,602,0,7,5,2001.0,564,0,96,0,245,0,0,361,12
259,96998.99999999997,20,15,1956,1956,0.0,0,0,4,3,1956.0,308,0,45,0,0,0,0,0,10
260,175999.00000000003,80,11,1962,1962,399.0,0,0,6,5,1991.0,884,0,0,252,0,0,0,1362,11
261,275998.9999999998,60,4,2007,2007,270.0,1482,0,10,2,2007.0,868,0,148,0,0,0,0,0,13
262,150999.0000000001,80,18,1977,1995,46.0,0,0,6,5,1978.0,492,292,12,0,0,0,0,506,13
263,129999.00000000006,50,15,1929,2001,0.0,0,390,6,3,1974.0,484,0,0,0,0,0,0,926,12
264,72998.99999999997,30,15,1925,2004,0.0,680,0,4,3,1965.0,504,0,0,0,0,0,0,0,10
265,175498.99999999988,20,12,1981,1981,210.0,606,0,7,5,1981.0,576,276,0,0,0,0,0,816,12
266,184999.00000000006,60,7,1997,1997,0.0,88,0,8,5,1997.0,413,95,75,0,0,0,0,714,11
267,179499.00000000006,75,17,1939,1997,0.0,342,420,8,2,1939.0,240,262,24,0,0,0,0,378,13
268,120498.99999999994,30,8,1940,1955,0.0,212,0,4,2,1966.0,924,0,25,0,0,0,0,528,11
269,147998.9999999999,20,6,1976,1976,174.0,392,0,6,1,1987.0,504,370,30,0,0,0,0,751,13
270,265998.99999999994,60,20,2006,2006,0.0,1095,0,8,2,2006.0,1053,192,51,0,0,0,0,0,13
271,241498.99999999983,20,3,1954,2005,0.0,96,0,5,5,1954.0,439,81,0,0,0,0,0,1289,14
272,289998.9999999999,60,13,1999,2007,348.0,628,0,9,2,1999.0,671,132,57,0,0,0,0,524,15
273,138998.99999999994,20,11,1958,1988,183.0,0,0,6,2,1958.0,338,289,0,0,0,0,0,1240,12
274,124498.99999999993,20,10,1982,1982,0.0,270,0,5,3,1982.0,264,168,0,0,0,0,0,546,12
275,204999.0,50,2,1925,2007,0.0,952,0,5,3,1978.0,672,74,0,0,0,144,0,0,14
276,200998.99999999994,20,10,2003,2003,0.0,1560,0,7,3,2003.0,573,100,150,0,0,0,0,0,12
277,140999.0,20,7,1951,1951,0.0,744,0,4,3,1951.0,400,0,0,0,0,0,0,120,9
278,415296.9999999998,20,14,2006,2007,315.0,2121,0,8,0,2007.0,732,124,98,0,0,142,0,0,14
279,191998.99999999994,60,3,1977,1977,299.0,768,0,8,5,1977.0,505,288,117,0,0,0,0,392,12
280,228499.00000000003,60,19,1989,1989,340.0,386,0,7,5,1989.0,575,0,84,0,196,0,0,421,13
281,184999.00000000006,20,20,2006,2006,68.0,357,0,5,3,2006.0,572,0,120,0,0,0,0,905,11
282,207498.99999999985,120,14,2007,2008,166.0,410,0,6,2,2008.0,626,172,62,0,0,0,0,904,12
283,244598.9999999999,20,20,2008,2009,72.0,1468,0,6,2,2008.0,898,210,150,0,0,0,0,0,13
284,179198.9999999999,120,19,1992,1992,0.0,1145,0,5,3,1992.0,529,0,0,52,0,0,0,430,11
285,164698.99999999994,160,20,2006,2007,0.0,625,0,5,3,2006.0,528,0,54,0,0,0,0,0,12
286,158998.99999999997,50,11,1962,1981,0.0,312,0,7,2,1962.0,440,0,0,0,0,128,0,600,13
287,87999.00000000001,20,11,1971,1971,0.0,244,0,5,3,1980.0,0,0,0,0,0,0,0,614,8
288,121999.0000000001,20,18,1967,1967,31.0,432,0,5,3,1970.0,280,0,0,0,0,0,0,450,10
289,153574.0000000001,70,2,1915,2003,0.0,698,0,7,3,2003.0,384,0,0,0,0,259,0,0,13
290,233228.99999999983,60,4,2006,2006,0.0,1079,0,8,2,2006.0,685,0,51,0,0,0,0,0,13
291,135899.00000000003,190,17,1912,2000,0.0,570,0,9,3,1980.0,0,0,184,0,0,0,0,210,11
292,130998.99999999993,50,6,1949,2008,0.0,476,0,8,2,1949.0,281,0,0,0,0,160,0,292,9
293,234998.99999999994,60,12,1977,1994,34.0,0,0,9,5,1977.0,539,0,250,0,0,0,0,795,14
294,166998.99999999985,20,11,1953,1953,238.0,131,0,7,2,1953.0,418,110,0,0,0,0,0,1285,11
295,142499.0,80,10,1984,1984,0.0,184,0,6,3,1984.0,588,120,0,0,0,0,0,819,12
296,151998.99999999997,50,8,1950,1950,0.0,490,0,6,3,1950.0,282,289,0,0,0,0,0,420,10
297,238999.00000000003,60,20,1997,1998,1600.0,326,0,7,5,1997.0,576,0,10,0,0,198,0,649,12
298,174999.00000000003,60,12,1968,1968,365.0,143,0,7,2,1968.0,539,224,0,0,0,0,0,559,12
299,158498.9999999999,20,5,1950,2004,0.0,1092,0,6,2,1950.0,300,0,36,0,0,0,0,0,14
300,156998.9999999999,190,5,1953,1953,56.0,324,0,5,2,1953.0,375,0,0,0,0,0,0,841,10
301,266999.00000000023,60,4,1998,1999,0.0,747,0,9,5,1998.0,683,208,50,0,0,0,0,281,13
302,204999.0,20,4,2001,2002,150.0,1541,0,6,5,2001.0,843,468,81,0,0,0,0,0,12
303,149898.99999999994,20,4,1972,1972,0.0,0,0,5,3,1975.0,552,256,0,0,0,0,0,894,12
304,294999.00000000006,75,15,1880,2002,0.0,1470,0,10,0,2003.0,870,302,0,0,0,0,0,0,16
305,305899.0000000001,20,4,2004,2005,246.0,536,0,8,3,2004.0,888,168,0,0,0,0,0,1464,13
306,224999.00000000015,60,19,1990,1991,246.0,0,0,8,5,1990.0,746,127,44,224,0,0,0,700,12
307,89498.99999999997,50,8,1920,1950,0.0,319,0,6,3,1980.0,0,0,144,0,0,0,0,0,13
308,82499.00000000001,30,6,1940,1950,0.0,599,0,4,3,1961.0,539,158,0,0,0,0,0,262,9
309,359998.99999999994,20,14,2003,2004,0.0,622,0,8,0,2003.0,708,208,175,0,0,0,0,1274,14
310,165598.9999999999,60,7,1993,1994,112.0,179,0,6,5,1993.0,420,190,63,0,0,0,0,518,11
311,131998.99999999994,20,11,1948,2002,0.0,292,0,5,2,1948.0,240,0,0,0,0,0,0,680,12
312,119899.00000000004,190,15,1939,1950,0.0,286,0,5,2,1939.0,410,0,0,0,0,271,0,507,12
313,374999.0000000002,20,22,1965,1965,0.0,80,0,8,2,1965.0,513,0,0,0,0,0,0,2056,12
314,177998.99999999994,70,15,1925,1990,0.0,712,0,6,2,1925.0,546,0,0,234,0,0,0,16,14
315,188498.99999999997,60,7,2004,2005,0.0,291,0,6,2,2004.0,432,100,51,0,0,0,0,425,12
316,259999.00000000015,60,12,1980,1980,278.0,153,0,10,5,1983.0,484,288,195,0,0,0,0,692,14
317,269998.99999999977,60,20,2006,2006,0.0,1088,0,8,2,2006.0,1025,208,46,0,0,0,0,0,13
318,259999.00000000015,60,13,1993,1993,256.0,360,0,9,5,1993.0,656,340,60,144,0,0,0,987,12
319,187499.00000000006,80,12,1980,1980,225.0,336,0,6,5,1980.0,588,233,48,0,0,0,0,1036,12
320,342641.9999999997,60,14,2006,2006,370.0,1249,0,9,3,2006.0,840,240,154,0,0,0,0,0,14
321,353999.0000000002,60,14,2004,2004,388.0,166,0,10,2,2004.0,872,184,154,0,0,0,0,970,13
322,300998.9999999998,60,19,1986,1987,172.0,0,0,8,5,1987.0,576,201,96,0,0,0,0,1502,12
323,126174.00000000009,20,15,1955,2005,0.0,906,0,6,3,1955.0,220,142,98,0,0,0,0,256,11
324,241999.00000000003,80,11,1967,2007,300.0,710,0,11,2,1961.0,564,240,0,0,0,0,0,0,14
325,86998.99999999997,45,8,1941,1950,0.0,604,0,5,3,1941.0,360,0,0,244,0,0,0,116,11
326,323998.9999999998,120,16,1993,1993,0.0,100,0,6,2,1993.0,473,122,30,0,0,0,0,1619,13
327,145249.0,20,11,1960,1960,175.0,818,0,7,3,1960.0,292,0,45,0,0,0,0,565,11
328,214499.00000000012,75,2,1916,1994,0.0,844,0,10,3,1930.0,441,0,60,268,0,0,0,0,12
329,77999.00000000004,70,8,1920,1950,0.0,596,0,6,3,1920.0,189,0,0,137,0,0,0,0,10
330,118999.0000000001,90,11,1964,1964,84.0,1424,0,10,3,2002.0,352,155,0,0,0,0,0,304,9
331,138998.99999999994,20,11,1958,1992,0.0,210,0,6,3,1958.0,308,0,0,0,0,0,0,846,11
332,283999.00000000023,20,14,2003,2004,296.0,1603,0,7,2,2003.0,880,0,0,0,0,0,0,1603,13
333,206999.0000000001,120,14,2004,2004,146.0,638,0,6,2,2004.0,484,192,30,0,0,0,0,720,12
334,191998.99999999994,60,7,1998,1998,0.0,115,0,7,5,1998.0,472,100,38,0,0,0,0,828,11
335,228948.99999999997,190,22,1965,1965,0.0,103,0,7,2,1965.0,529,670,0,0,0,0,0,1396,11
336,377425.0000000003,20,21,2005,2006,200.0,673,0,8,2,2005.0,676,178,51,0,0,0,0,1249,14
337,213999.0000000001,20,4,2002,2003,113.0,726,0,7,3,2002.0,532,192,74,0,0,0,0,810,12
338,202499.00000000003,20,12,1984,1998,0.0,995,0,8,3,1984.0,440,108,45,0,0,0,0,213,14
339,154999.0,20,11,1958,1998,176.0,630,0,6,3,1958.0,297,0,0,0,0,234,0,585,13
340,202899.0000000001,60,22,2002,2002,0.0,967,0,9,3,2002.0,431,135,0,0,0,0,0,0,13
341,81999.00000000007,20,19,1950,1950,0.0,721,0,4,3,1950.0,294,250,0,24,0,0,0,0,8
342,87499.0,90,11,1949,1950,340.0,0,0,6,3,1949.0,400,0,0,0,0,0,0,0,7
343,265998.99999999994,120,14,2005,2005,616.0,1656,0,6,0,2005.0,564,495,72,0,0,0,0,28,14
344,84999.0,160,9,1976,1976,0.0,175,0,4,3,1976.0,336,182,0,0,0,0,0,361,8
345,140199.00000000006,50,2,1939,1950,0.0,972,0,6,2,1939.0,312,0,0,0,0,0,0,0,11
346,151499.00000000003,20,11,1960,1998,0.0,460,0,5,3,1960.0,301,0,0,0,0,0,0,498,14
347,157498.99999999994,20,11,1960,1960,30.0,208,0,6,2,1960.0,498,0,40,0,0,0,0,1270,11
348,153999.00000000003,160,14,2003,2004,106.0,191,0,6,3,2003.0,474,0,27,0,0,0,0,573,12
349,437152.99999999965,60,14,2005,2006,870.0,438,0,10,0,2006.0,706,0,0,0,0,0,0,1410,14
350,318059.9999999999,120,14,2007,2007,362.0,1869,0,6,2,2007.0,617,210,54,0,0,0,0,0,14
351,189999.00000000012,120,3,1986,1986,0.0,371,0,6,5,1986.0,445,0,80,0,0,184,0,1082,12
352,94999.00000000006,50,6,1941,1950,0.0,0,0,5,3,1941.0,200,48,0,0,0,0,0,616,11
353,105898.99999999996,30,15,1928,2003,0.0,624,0,5,3,2005.0,484,106,0,0,0,0,0,0,14
354,139998.9999999999,50,17,1940,2000,0.0,552,0,6,2,1940.0,240,0,0,108,0,0,0,388,11
355,177498.99999999997,20,4,1995,1995,0.0,322,0,6,3,1995.0,521,0,26,0,0,0,0,878,11
356,172998.99999999985,20,7,1992,1992,106.0,598,0,6,3,1992.0,400,120,26,0,0,0,0,560,12
357,133999.00000000006,120,9,1976,1976,0.0,268,0,6,4,1976.0,528,536,90,0,0,0,0,874,10
358,129999.00000000006,80,3,1958,1958,120.0,468,0,6,3,1958.0,288,168,0,294,0,0,0,594,9
359,279998.9999999998,60,13,1998,1998,530.0,130,0,7,5,1998.0,592,208,75,0,0,374,0,956,13
360,155999.00000000012,85,10,1978,1978,0.0,115,0,5,5,1978.0,470,0,0,0,0,192,0,773,12
361,144998.99999999994,50,2,1940,1982,0.0,484,0,8,3,1940.0,240,0,0,0,0,0,0,399,10
362,198499.0,85,6,2003,2003,500.0,0,0,7,0,2003.0,672,0,0,177,0,0,0,0,12
363,117998.99999999991,160,1,1972,2007,510.0,321,0,5,3,1972.0,264,250,0,0,0,0,0,162,14
364,189999.00000000012,60,12,1976,1976,120.0,84,0,6,5,1976.0,566,306,111,0,0,0,0,712,11
365,146998.9999999999,70,8,1920,1997,0.0,216,0,6,3,1964.0,468,0,128,218,0,0,0,456,12
366,158998.99999999997,20,11,1963,1963,247.0,785,0,6,2,1963.0,514,0,76,0,0,185,0,609,11
367,164999.00000000006,80,11,1962,1962,305.0,728,0,6,2,1962.0,296,64,110,0,0,0,0,371,11
368,131998.99999999994,20,11,1954,1954,200.0,728,0,7,2,1954.0,244,0,98,0,0,0,0,540,11
369,161998.99999999988,20,11,1959,2006,0.0,733,0,7,2,1997.0,576,364,17,0,0,182,0,330,12
370,172398.99999999988,60,7,2000,2000,0.0,953,0,7,5,2000.0,460,100,40,0,0,0,0,0,11
371,134430.99999999994,50,3,1959,1959,0.0,0,0,7,2,1991.0,680,0,59,0,0,0,0,0,8
372,124998.99999999991,120,19,1984,1984,0.0,0,0,4,3,1984.0,264,353,0,0,0,90,0,744,11
373,122999.00000000003,20,11,1953,1953,0.0,0,0,5,3,1953.0,270,66,0,0,0,0,0,608,11
374,219498.99999999997,60,4,2003,2004,0.0,847,0,8,2,2003.0,434,100,48,0,0,0,0,0,12
375,60999.000000000044,30,6,1922,1950,0.0,333,0,4,3,1980.0,0,0,0,0,0,0,0,350,2
376,147998.9999999999,85,4,1996,1996,0.0,572,0,5,3,1998.0,576,0,0,0,0,0,0,298,10
377,339999.00000000006,60,20,2004,2005,0.0,1580,0,8,2,2004.0,610,159,214,0,0,0,0,0,13
378,394431.00000000023,20,21,2010,2010,350.0,411,0,8,0,2010.0,834,113,0,0,0,0,0,1445,11
379,178998.99999999994,60,7,2000,2000,16.0,982,0,7,5,2000.0,463,100,63,0,0,0,0,0,11
380,126998.99999999996,50,17,1924,1950,0.0,808,0,6,2,1924.0,308,0,0,242,0,0,0,218,11
381,187749.00000000003,20,20,2006,2006,0.0,1293,0,5,2,2006.0,572,216,121,0,0,0,0,0,12
382,213499.00000000017,60,4,2006,2006,0.0,939,0,8,3,2006.0,639,144,53,0,0,0,0,0,12
383,75998.99999999999,45,19,1928,1950,0.0,784,0,5,3,1950.0,360,0,0,91,0,0,0,0,9
384,239999.00000000015,60,3,1992,1992,0.0,595,0,9,1,1992.0,501,216,231,0,0,0,0,985,11
385,191998.99999999994,120,0,2004,2005,16.0,1232,0,6,5,2004.0,430,146,20,0,0,144,0,24,13
386,80998.99999999994,50,6,1910,1996,0.0,658,0,8,3,1980.0,0,0,151,0,0,0,0,0,8
387,124998.99999999991,80,6,1976,1976,255.0,410,0,6,1,1977.0,352,296,0,0,0,0,0,631,12
388,190998.99999999997,20,4,1999,2000,125.0,1468,0,6,3,1999.0,577,120,25,0,0,0,0,0,12
389,425999.00000000006,60,14,2007,2008,272.0,402,0,9,0,2008.0,846,196,134,0,0,0,0,1280,15
390,118999.0000000001,50,6,1900,1950,0.0,229,0,7,3,1978.0,384,0,130,112,0,0,0,632,13
391,214999.00000000006,60,10,2001,2002,0.0,114,0,7,5,2001.0,560,125,192,0,0,0,0,690,11
392,106499.0,20,11,1959,1959,0.0,0,0,5,3,1959.0,294,0,0,0,0,0,0,0,12
393,99999.00000000001,30,2,1941,1950,0.0,522,0,4,5,1980.0,0,0,0,0,0,0,0,266,9
394,108998.99999999994,50,15,1940,1950,0.0,735,0,5,3,1940.0,240,0,39,0,0,0,0,0,11
395,128999.00000000006,20,6,1956,1956,0.0,405,0,6,3,1956.0,596,44,0,0,0,0,0,739,11
396,122999.00000000003,20,4,1972,1972,0.0,117,0,6,3,1985.0,600,215,0,0,0,0,0,777,10
397,169498.99999999988,60,11,1962,1962,288.0,324,0,8,5,1962.0,264,0,168,0,0,0,0,540,10
398,66999.00000000001,30,8,1920,1950,0.0,961,0,6,3,1920.0,338,0,0,0,0,0,0,0,7
399,240998.99999999988,60,20,2006,2007,100.0,280,0,7,3,2007.0,438,0,168,0,0,0,0,812,12
400,245499.0000000001,120,16,1996,1996,0.0,474,0,4,2,1996.0,500,120,30,0,0,224,0,786,13
401,164989.00000000012,20,4,2005,2005,0.0,1286,0,6,2,2005.0,400,0,0,0,0,0,0,24,12
402,107999.0,30,18,1940,1997,0.0,672,0,4,3,1940.0,240,168,0,0,0,0,0,0,13
403,257999.00000000015,60,13,1998,1998,650.0,1141,0,10,5,1998.0,420,144,123,0,0,0,0,0,13
404,167998.99999999994,60,7,1995,1996,0.0,806,0,7,5,1995.0,373,0,40,0,0,0,0,0,11
405,149998.99999999994,20,18,1976,1993,0.0,165,0,8,5,1993.0,490,120,78,0,0,0,0,1116,8
406,114999.00000000009,50,17,1936,1950,0.0,1064,473,6,3,1936.0,240,0,0,0,0,0,0,0,11
407,176999.00000000006,70,5,1915,1976,0.0,840,0,8,3,1960.0,308,0,0,160,0,0,0,0,13
408,279998.9999999998,60,14,2006,2006,350.0,1063,0,9,2,2006.0,947,192,62,0,0,0,0,0,12
409,339748.99999999977,60,20,2007,2008,100.0,245,0,8,2,2008.0,836,0,102,0,0,0,0,789,13
410,59999.00000000002,20,6,1958,1958,0.0,1276,0,5,3,1958.0,350,0,0,0,0,0,0,0,8
411,144998.99999999994,190,7,1955,1955,0.0,0,0,5,3,1955.0,572,264,0,0,0,0,0,1056,10
412,221999.00000000012,20,20,2009,2009,432.0,892,0,7,2,2009.0,484,0,144,0,0,0,0,578,12
413,114999.00000000009,30,15,1927,1950,0.0,1008,0,5,2,1927.0,360,0,0,130,0,0,0,0,11
414,227998.9999999998,60,19,1993,1993,0.0,499,0,9,5,1993.0,678,196,187,0,0,0,0,581,12
415,181133.0000000001,20,7,2007,2007,0.0,1316,0,6,3,2007.0,396,100,30,0,0,0,0,24,12
416,149498.99999999988,60,18,1978,1978,203.0,463,0,6,5,1978.0,440,0,0,0,0,0,0,209,13
417,238999.00000000003,70,5,1918,1950,0.0,242,0,10,2,1918.0,864,0,0,0,0,0,0,1128,12
418,125999.00000000007,50,6,1940,1950,0.0,444,0,7,3,1940.0,240,0,0,0,0,0,0,312,11
419,141999.00000000012,20,11,1968,1968,0.0,281,0,6,1,1968.0,304,0,85,184,0,0,0,775,11
420,206299.00000000006,90,10,1997,1998,200.0,35,0,8,3,1997.0,784,0,0,0,0,0,0,1309,12
421,214999.00000000006,20,12,1977,2000,126.0,356,0,8,5,1977.0,529,240,0,0,0,0,0,1246,13
422,112999.0,20,10,1954,1954,0.0,988,0,4,3,1954.0,520,0,0,0,0,0,0,0,10
423,314998.99999999994,60,13,1998,1998,473.0,484,0,8,5,1998.0,696,0,66,0,0,0,0,986,13
424,138998.99999999994,20,11,1956,1956,74.0,580,0,6,2,1956.0,297,0,44,0,0,0,0,616,11
425,134999.00000000012,60,15,1946,1992,0.0,651,0,6,2,1947.0,240,0,0,126,0,0,0,0,15
426,274999.00000000006,80,19,1989,1989,145.0,0,0,5,5,1989.0,569,80,0,0,0,396,0,1518,12
427,109007.00000000007,20,11,1957,1957,0.0,619,0,5,3,1964.0,352,0,0,0,0,0,0,288,10
428,195398.99999999985,20,4,2007,2007,108.0,544,0,6,3,2007.0,628,105,54,0,0,0,0,664,12
429,174999.00000000003,20,22,1988,1988,0.0,387,0,6,5,1988.0,576,0,0,169,0,0,0,1005,11
430,85398.99999999999,160,1,1971,1971,232.0,96,0,4,3,1971.0,264,0,0,0,0,0,0,387,11
431,79899.00000000003,50,15,1920,1998,0.0,901,0,7,3,1980.0,0,0,98,0,0,0,0,0,13
432,122498.9999999999,160,1,1971,1971,376.0,294,0,6,3,1971.0,440,240,36,0,0,0,0,471,10
433,180998.99999999985,60,7,1997,1998,0.0,926,0,7,5,1997.0,470,0,36,0,0,0,0,0,11
434,80998.99999999994,180,9,1972,1972,0.0,135,0,3,3,1980.0,0,88,0,0,0,0,0,495,11
435,211999.00000000012,60,4,1996,1996,0.0,70,0,6,5,1996.0,550,158,61,0,0,0,0,729,13
436,115999.00000000006,50,15,1920,1950,0.0,648,0,6,3,1990.0,440,0,0,0,0,0,0,0,14
437,118999.0000000001,45,2,1926,2004,0.0,884,0,4,3,1926.0,180,0,0,105,0,0,0,0,13
438,90348.99999999997,30,5,1913,2002,0.0,75,0,4,2,1990.0,352,0,0,34,0,0,0,365,11
439,109998.99999999991,50,6,1920,2000,0.0,684,0,7,3,2005.0,528,0,46,0,0,0,0,0,14
440,554998.9999999998,20,14,2008,2008,200.0,788,0,10,2,2008.0,672,0,72,0,0,170,0,2306,15
441,117998.99999999991,90,6,1955,1955,270.0,1307,0,8,3,1980.0,0,0,0,0,0,0,0,133,8
442,162899.0000000001,50,2,1930,1992,0.0,1078,0,8,2,1930.0,360,0,0,0,0,0,0,0,12
443,172499.00000000003,120,0,2006,2007,72.0,1258,0,6,2,2007.0,648,144,16,0,0,0,0,0,12
444,209999.0000000001,60,4,1994,1995,0.0,273,0,8,5,1994.0,493,144,133,0,0,0,0,642,12
445,127498.99999999991,20,6,1956,1956,0.0,1436,0,7,2,1956.0,480,0,0,0,0,0,0,0,11
446,189999.00000000012,20,11,1966,2002,0.0,557,0,6,2,1966.0,578,0,0,0,0,0,0,960,12
447,199899.0,60,7,1998,1999,0.0,930,0,10,5,1998.0,431,89,0,0,0,0,0,0,12
448,119499.0,50,8,1937,1950,0.0,780,0,7,2,1937.0,198,0,0,0,0,0,0,0,12
449,119999.00000000006,50,15,1948,2002,0.0,318,0,6,3,1981.0,308,0,176,0,0,0,0,331,10
450,109998.99999999991,30,15,1930,2005,0.0,813,0,5,3,1932.0,270,0,113,0,0,0,0,0,14
451,279998.9999999998,20,3,1975,1975,0.0,878,0,5,5,1975.0,576,200,54,0,0,0,0,655,12
452,203999.00000000006,60,22,1996,1997,42.0,130,0,7,3,1996.0,422,144,122,0,0,0,0,742,11
453,209999.0000000001,60,20,2008,2008,0.0,768,0,6,3,2008.0,676,0,30,0,0,0,0,0,13
454,187999.00000000012,90,10,1976,1976,0.0,122,0,8,3,1976.0,560,0,0,0,0,0,0,1606,10
455,175498.99999999988,20,12,1973,1973,320.0,326,0,6,5,1973.0,528,0,0,0,0,0,0,916,13
456,97999.00000000001,70,15,1916,1950,0.0,624,0,7,3,1916.0,513,0,0,96,0,0,0,0,10
457,255999.00000000012,20,3,1954,1994,0.0,248,0,6,2,1954.0,529,224,137,0,0,0,0,1116,10
458,160998.99999999997,70,15,1925,1996,0.0,588,0,7,2,1925.0,228,192,63,0,0,0,0,0,15
459,109998.99999999991,50,2,1950,1950,161.0,524,0,5,5,1950.0,352,0,0,248,0,0,0,185,9
460,263433.99999999977,60,20,2009,2009,110.0,288,0,8,3,2009.0,552,0,150,0,0,0,0,544,13
461,154999.0,70,17,1936,2007,0.0,0,0,6,3,1971.0,576,256,0,0,0,0,0,560,16
462,62381.99999999996,20,18,1965,1965,0.0,0,0,5,4,1965.0,360,0,0,236,0,0,0,864,10
463,188699.00000000006,70,5,1934,1995,0.0,389,0,6,2,1939.0,240,0,0,0,0,0,0,326,13
464,123999.0000000001,20,4,1978,1978,136.0,424,0,5,3,1980.0,0,0,0,0,0,0,0,616,10
465,178738.9999999999,120,0,2004,2004,18.0,1375,0,6,5,2004.0,398,144,20,0,0,0,0,0,12
466,166998.99999999985,20,11,1970,1970,0.0,499,0,5,4,1970.0,526,0,0,0,0,176,0,778,12
467,146498.99999999988,70,11,1942,1995,224.0,342,0,7,2,1942.0,312,168,0,0,0,0,0,386,12
468,249998.99999999983,20,14,2006,2006,248.0,1626,0,7,2,2006.0,866,0,44,0,0,0,0,0,13
469,186999.00000000017,60,19,1993,1993,120.0,406,0,7,3,1993.0,506,144,70,0,0,0,0,426,11
470,211999.00000000012,120,21,1985,1985,0.0,0,0,4,3,1985.0,528,0,54,0,0,140,0,1488,13
471,189999.00000000012,60,12,1977,1977,0.0,808,0,8,2,1977.0,534,0,0,0,0,276,0,0,13
472,147998.9999999999,180,6,2005,2005,80.0,88,0,5,3,2005.0,525,0,28,0,0,0,0,459,11
473,439998.9999999997,20,14,2006,2007,304.0,626,0,7,0,2006.0,908,250,63,0,0,0,0,1350,13
474,250998.99999999983,120,21,2000,2000,0.0,298,0,6,3,2000.0,499,96,48,0,0,0,0,1196,13
475,132498.99999999994,20,18,1963,1963,0.0,340,0,5,3,1996.0,624,0,24,0,0,192,0,630,11
476,208898.99999999988,20,4,1997,1998,215.0,484,0,7,5,1997.0,508,140,39,0,0,0,0,994,11
477,379999.0000000003,60,14,2006,2006,772.0,2153,0,9,2,2006.0,694,414,84,0,0,0,0,0,14
478,296999.0,20,4,2007,2008,336.0,417,0,7,2,2007.0,826,208,44,0,0,0,0,1288,13
479,89470.0,30,15,1937,2000,435.0,739,0,7,3,1995.0,672,0,72,0,0,0,0,168,11
480,325999.00000000023,20,14,2004,2005,378.0,572,0,8,2,2004.0,772,519,112,0,0,0,0,1261,14
481,373998.9999999997,20,14,2003,2004,562.0,225,0,6,2,2003.0,874,206,49,0,0,0,0,1567,14
482,154999.0,70,15,1915,2005,0.0,611,0,7,2,1915.0,164,0,0,0,0,0,0,299,15
483,163998.99999999985,120,10,1998,1998,116.0,319,0,5,3,1998.0,402,0,125,0,0,0,0,897,11
484,132498.99999999994,20,18,1962,2001,0.0,411,0,6,3,1963.0,264,0,132,0,0,0,0,588,12
485,146998.9999999999,20,11,1950,2007,0.0,506,0,5,2,1950.0,264,0,80,120,0,0,0,607,12
486,155999.00000000012,20,11,1965,1965,168.0,237,0,6,3,1965.0,515,0,0,0,0,0,0,836,12
487,174999.00000000003,20,12,1971,1971,0.0,486,0,7,5,1971.0,487,224,0,0,0,180,0,998,11
488,159998.9999999999,190,15,1900,1970,0.0,290,0,10,2,1970.0,520,142,0,0,0,0,0,664,9
489,85998.99999999994,180,9,1970,2002,0.0,115,0,3,3,1970.0,286,0,0,0,0,0,0,515,12
490,114999.00000000009,160,9,1976,1976,0.0,264,0,4,2,1976.0,336,141,24,0,0,0,0,0,11
491,132998.99999999997,50,11,1941,1950,0.0,238,0,5,5,1941.0,240,0,0,32,0,0,0,568,13
492,172783.99999999985,60,7,2006,2006,0.0,728,0,8,3,2006.0,429,0,0,0,0,0,0,0,11
493,154999.0,20,11,1960,1960,0.0,363,0,6,1,1964.0,308,0,0,0,0,0,0,906,11
494,91298.99999999991,30,15,1938,1996,0.0,190,0,4,3,1938.0,273,144,20,80,0,0,0,0,13
495,34899.00000000001,30,8,1920,1950,0.0,225,0,4,3,1980.0,0,0,523,115,0,0,0,495,9
496,429999.0000000002,20,13,1992,1993,0.0,1969,0,10,2,1992.0,546,264,75,291,0,0,0,1231,13
497,183999.0,50,2,1925,1950,0.0,697,0,8,3,1925.0,240,0,100,0,0,0,0,329,13
498,129999.00000000006,20,18,1967,2004,89.0,414,0,5,3,1967.0,288,64,0,0,0,0,0,450,12
